Ticker;Ticker BBG;Name
CODA;CODA UR Equity;Coda Octopus Group Inc
WRAP;WRAP UR Equity;Wrap Technologies Inc
GALT;GALT UR Equity;Galectin Therapeutics Inc
OTRK;OTRK UR Equity;Ontrak Inc
EVER;EVER UQ Equity;EverQuote Inc
THOR;THOR UW Equity;Synthorx Inc
SIC;SIC UR Equity;Select Interior Concepts Inc
NBEV;NBEV UR Equity;NewAge Inc
ALEC;ALEC UW Equity;Alector Inc
PKDC;PKDC UN Equity;Parker Drilling Co
CVM;CVM UA Equity;CEL-SCI Corp
MRNA;MRNA UW Equity;Moderna Inc
DSSI;DSSI UN Equity;Diamond S Shipping Inc
AIRG;AIRG UR Equity;Airgain Inc
INSG;INSG UW Equity;Inseego Corp
MRKR;MRKR UR Equity;Marker Therapeutics Inc
KLDO;KLDO UW Equity;Kaleido Biosciences Inc
BALY;BALY UN Equity;Bally's Corp
BLFS;BLFS UR Equity;BioLife Solutions Inc
MMAC;MMAC UR Equity;MMA Capital Holdings Inc
BYND;BYND UW Equity;Beyond Meat Inc
CTRCQ;CTRCQ UR Equity;Centric Brands LLC
TMDX;TMDX UQ Equity;TransMedics Group Inc
MDB;MDB UQ Equity;MongoDB Inc
9995588D;9995588D UQ Equity;Misonix Opco Inc
YCBD;YCBD UA Equity;cbdMD Inc
PNRG;PNRG UR Equity;PrimeEnergy Resources Corp
LXFR;LXFR UN Equity;Luxfer Holdings PLC
DTIL;DTIL UW Equity;Precision BioSciences Inc
ENOB;ENOB UR Equity;Enochian Biosciences Inc
TRNS;TRNS UQ Equity;Transcat Inc
TESS;TESS UW Equity;TESSCO Technologies Inc
WTRE;WTRE UW Equity;Watford Holdings Ltd
EYPT;EYPT UQ Equity;EyePoint Pharmaceuticals Inc
NRCG;NRCG UA Equity;NRC Group Holdings Corp
CMLS;CMLS UQ Equity;Cumulus Media Inc
GTYH;GTYH UR Equity;GTY Technology Holdings Inc
SOLY;SOLY UR Equity;Soliton Inc
GOSS;GOSS UW Equity;Gossamer Bio Inc
LYFT;LYFT UW Equity;Lyft Inc
HARP;HARP UW Equity;Harpoon Therapeutics Inc
ZUO;ZUO UN Equity;Zuora Inc
BSGM;BSGM UR Equity;BioSig Technologies Inc
YGYI;YGYI UR Equity;Youngevity International Inc
ROAN;ROAN UN Equity;Roan Resources Inc
CTRA;CTRA UN Equity;Contura Energy Inc
BYSI;BYSI UR Equity;Beyondspring Inc
ALOT;ALOT UQ Equity;AstroNova Inc
ATEC;ATEC UW Equity;Alphatec Holdings Inc
OPRX;OPRX UR Equity;OptimizeRx Corp
ORGO;ORGO UR Equity;Organogenesis Holdings Inc
ATUS;ATUS UN Equity;Altice USA Inc
HWBK;HWBK UW Equity;Hawthorn Bancshares Inc
SFIX;SFIX UW Equity;Stitch Fix Inc
APPN;APPN UQ Equity;Appian Corp
ZYXI;ZYXI UR Equity;Zynex Inc
MEIP;MEIP UR Equity;MEI Pharma Inc
CMCT;CMCT UQ Equity;CIM Commercial Trust Corp
JHG;JHG UN Equity;Janus Henderson Group PLC
EVFM;EVFM UR Equity;Evofem Biosciences Inc
OEC;OEC UN Equity;Orion Engineered Carbons SA
FOXA;FOXA UW Equity;Fox Corp
FOX;FOX UW Equity;Fox Corp
PLMR;PLMR UW Equity;Palomar Holdings Inc
TPTX;TPTX UW Equity;Turning Point Therapeutics Inc
GWGH;GWGH UR Equity;GWG Holdings Inc
RRBI;RRBI UW Equity;Red River Bancshares Inc
LEGH;LEGH UW Equity;Legacy Housing Corp
AM;AM UN Equity;Antero Midstream Corp
PD;PD UN Equity;PagerDuty Inc
SWAV;SWAV UW Equity;Shockwave Medical Inc
ARES;ARES UN Equity;Ares Management Corp
MNRL;MNRL UN Equity;Brigham Minerals Inc
HOOK;HOOK UW Equity;Hookipa Pharma Inc
GNLN;GNLN UQ Equity;Greenlane Holdings Inc
TCRR;TCRR UW Equity;TCR2 Therapeutics Inc
1855568D;1855568D UQ Equity;Avedro Inc
NGM;NGM UW Equity;NGM Biopharmaceuticals Inc
SILK;SILK UQ Equity;Silk Road Medical Inc
CERC;CERC UR Equity;Cerecor Inc
PSN;PSN UN Equity;Parsons Corp
CKPT;CKPT UR Equity;Checkpoint Therapeutics Inc
KRYS;KRYS UR Equity;Krystal Biotech Inc
TEUM;TEUM UR Equity;Pareteum Corp
WTRH;WTRH UW Equity;Waitr Holdings Inc
SPFI;SPFI UW Equity;South Plains Financial Inc
CRTX;CRTX UW Equity;Cortexyme Inc
NXTC;NXTC UW Equity;NextCure Inc
AXLA;AXLA UQ Equity;Axcella Health Inc
BTAI;BTAI UR Equity;Bioxcel Therapeutics Inc
CRK;CRK UN Equity;Comstock Resources Inc
HFFG;HFFG UR Equity;HF Foods Group Inc
CRD/A;CRD/A UN Equity;Crawford & Co
UBER;UBER UN Equity;Uber Technologies Inc
VRRM;VRRM UR Equity;Verra Mobility Corp
IDEX;IDEX UR Equity;Ideanomics Inc
ROAD;ROAD UW Equity;Construction Partners Inc
IMXI;IMXI UR Equity;International Money Express Inc
EXPI;EXPI UQ Equity;eXp World Holdings Inc
PAYS;PAYS UR Equity;Paysign Inc
SONM;SONM UQ Equity;Sonim Technologies Inc
PHUN;PHUN UR Equity;Phunware Inc
FRAF;FRAF UR Equity;Franklin Financial Services Corp
SPOT;SPOT UN Equity;Spotify Technology SA
TH;TH UR Equity;Target Hospitality Corp
SHSP;SHSP UR Equity;SharpSpring Inc
SMAR;SMAR UN Equity;Smartsheet Inc
BBCP;BBCP UR Equity;Concrete Pumping Holdings Inc
VIR;VIR UW Equity;Vir Biotechnology Inc
HBT;HBT UW Equity;HBT Financial Inc
AMK;AMK UN Equity;Assetmark Financial Holdings Inc
SI;SI UN Equity;Silvergate Capital Corp
OYST;OYST UW Equity;Oyster Point Pharma Inc
NVST;NVST UN Equity;Envista Holdings Corp
IGMS;IGMS UW Equity;IGM Biosciences Inc
PBFS;PBFS UR Equity;Pioneer Bancorp Inc/NY
ETNB;ETNB UQ Equity;89bio Inc
XGN;XGN UQ Equity;Exagen Inc
PING;PING UN Equity;Ping Identity Holding Corp
PNTG;PNTG UW Equity;Pennant Group Inc/The
BRBR;BRBR UN Equity;BellRing Brands Inc
PROS;PROS UN Equity;ProSight Global Inc
CRNC;CRNC UW Equity;Cerence Inc
OPRT;OPRT UW Equity;Oportun Financial Corp
KRUS;KRUS UQ Equity;Kura Sushi USA Inc
MCBS;MCBS UW Equity;Metrocity Bankshares Inc
APRE;APRE UW Equity;Aprea Therapeutics Inc
VIE;VIE UW Equity;Viela Bio Inc
PHAT;PHAT UW Equity;Phathom Pharmaceuticals Inc
SWTX;SWTX UW Equity;SpringWorks Therapeutics Inc
ALRS;ALRS UR Equity;Alerus Financial Corp
CNTG;CNTG UQ Equity;Centogene NV
GO;GO UW Equity;Grocery Outlet Holding Corp
PSNL;PSNL UQ Equity;Personalis Inc
PRVL;PRVL UQ Equity;Prevail Therapeutics Inc
BCEL;BCEL UW Equity;Atreca Inc
AKRO;AKRO UW Equity;Akero Therapeutics Inc
PHR;PHR UN Equity;Phreesia Inc
FULC;FULC UQ Equity;Fulcrum Therapeutics Inc
MIRM;MIRM UQ Equity;Mirum Pharmaceuticals Inc
MDLA;MDLA UN Equity;Medallia Inc
RAPT;RAPT UQ Equity;RAPT Therapeutics Inc
CFB;CFB UW Equity;CrossFirst Bankshares Inc
AVTR;AVTR UN Equity;Avantor Inc
APLT;APLT UQ Equity;Applied Therapeutics Inc
CSTL;CSTL UQ Equity;Castle Biosciences Inc
LVGO;LVGO UW Equity;Livongo Health Inc
HCAT;HCAT UW Equity;Health Catalyst Inc
NOVA;NOVA UN Equity;Sunnova Energy International Inc
CMBM;CMBM UQ Equity;Cambium Networks Corp
RMBI;RMBI UR Equity;Richmond Mutual BanCorp Inc
CHNG;CHNG UW Equity;Change Healthcare Inc
ADPT;ADPT UW Equity;Adaptive Biotechnologies Corp
MORF;MORF UQ Equity;Morphic Holding Inc
BBIO;BBIO UW Equity;Bridgebio Pharma Inc
VIACA;VIACA UW Equity;ViacomCBS Inc
REAL;REAL UW Equity;RealReal Inc/The
KRTX;KRTX UQ Equity;Karuna Therapeutics Inc
DT;DT UN Equity;Dynatrace Inc
BRP;BRP UW Equity;BRP Group Inc
PGNY;PGNY UW Equity;Progyny Inc
FREQ;FREQ UW Equity;Frequency Therapeutics Inc
1777062D;1777062D US Equity;Five Star Senior Living Inc
BXRX;BXRX UR Equity;Baudax Bio Inc
CABA;CABA UW Equity;Cabaletta Bio Inc
STOK;STOK UW Equity;Stoke Therapeutics Inc
MSON;MSON UQ Equity;Misonix Inc
STSA;STSA UQ Equity;Satsuma Pharmaceuticals Inc
GRTX;GRTX UQ Equity;Galera Therapeutics Inc
CFRX;CFRX UR Equity;ContraFect Corp
PINE;PINE UN Equity;Alpine Income Property Trust Inc
RLMD;RLMD UR Equity;Relmada Therapeutics Inc
RDVT;RDVT UR Equity;Red Violet Inc
NMRD;NMRD UR Equity;Nemaura Medical Inc
SAL;SAL UR Equity;Salisbury Bancorp Inc
GSKY;GSKY UW Equity;GreenSky Inc
TELA;TELA UQ Equity;Tela Bio Inc
BSBK;BSBK UR Equity;Bogota Financial Corp
ORIC;ORIC UW Equity;ORIC Pharmaceuticals Inc
PACK;PACK UN Equity;Ranpak Holdings Corp
ASPU;ASPU UQ Equity;Aspen Group Inc/CO
GNSS;GNSS UR Equity;Genasys Inc
BDTX;BDTX UW Equity;Black Diamond Therapeutics Inc
ALTG;ALTG UN Equity;Alta Equipment Group Inc
SEDG;SEDG UW Equity;SolarEdge Technologies Inc
VRT;VRT UN Equity;Vertiv Holdings Co
IHRT;IHRT UW Equity;iHeartMedia Inc
ELA;ELA UA Equity;Envela Corp
BILL;BILL UN Equity;Bill.com Holdings Inc
ZNTL;ZNTL UQ Equity;Zentalis Pharmaceuticals Inc
PAE;PAE UR Equity;PAE Inc
IDN;IDN UQ Equity;Intellicheck Inc
REYN;REYN UW Equity;Reynolds Consumer Products Inc
ONEM;ONEM UW Equity;1Life Healthcare Inc
ARQT;ARQT UW Equity;Arcutis Biotherapeutics Inc
ICAD;ICAD UR Equity;iCAD Inc
XPEL;XPEL UR Equity;XPEL Inc
LAKE;LAKE UQ Equity;Lakeland Industries Inc
GDYN;GDYN UR Equity;Grid Dynamics Holdings Inc
SPT;SPT UR Equity;Sprout Social Inc
PCTI;PCTI UW Equity;PCTEL Inc
IMVT;IMVT UW Equity;Immunovant Inc
REFR;REFR UR Equity;Research Frontiers Inc
SNFCA;SNFCA UQ Equity;Security National Financial Corp
IAC;IAC UW Equity;IAC/InterActiveCorp
MTCH;MTCH UW Equity;Match Group Inc
ODP;ODP UW Equity;ODP Corp/The
VERU;VERU UR Equity;Veru Inc
SMED;SMED UR Equity;Sharps Compliance Corp
DDOG;DDOG UW Equity;Datadog Inc
AYTU;AYTU UR Equity;Aytu BioScience Inc
CSBR;CSBR UR Equity;Champions Oncology Inc
SPCE;SPCE UN Equity;Virgin Galactic Holdings Inc
ULBI;ULBI UQ Equity;Ultralife Corp
VERY;VERY UR Equity;Vericity Inc
AMCR;AMCR UN Equity;Amcor PLC
ASPN;ASPN UN Equity;Aspen Aerogels Inc
APG;APG UN Equity;API Group Corp
HROW;HROW UR Equity;Harrow Health Inc
CG;CG UW Equity;Carlyle Group Inc/The
1812344D;1812344D US Equity;Match Group Inc
PLBC;PLBC UR Equity;Plumas Bancorp
AWH;AWH UR Equity;Aspira Women's Health Inc
GNPX;GNPX UR Equity;Genprex Inc
LARK;LARK UQ Equity;Landmark Bancorp Inc/Manhattan KS
OESX;OESX UR Equity;Orion Energy Systems Inc
FSLY;FSLY UN Equity;Fastly Inc
STXS;STXS UA Equity;Stereotaxis Inc
CODX;CODX UR Equity;Co-Diagnostics Inc
KRMD;KRMD UR Equity;Repro-Med Systems Inc
NSCO;NSCO UN Equity;Nesco Holdings Inc
KROS;KROS UQ Equity;Keros Therapeutics Inc
GRWG;GRWG UR Equity;GrowGeneration Corp
XAIR;XAIR UR Equity;Beyond Air Inc
RPAY;RPAY UR Equity;Repay Holdings Corp
AHCO;AHCO UR Equity;AdaptHealth Corp
ALSK;ALSK UW Equity;Alaska Communications Systems Group Inc
CMCL;CMCL UA Equity;Caledonia Mining Corp PLC
ATLC;ATLC UW Equity;Atlanticus Holdings Corp
CRWD;CRWD UW Equity;Crowdstrike Holdings Inc
ARCT;ARCT UQ Equity;Arcturus Therapeutics Holdings Inc
NLTX;NLTX UQ Equity;Neoleukin Therapeutics Inc
RESN;RESN UR Equity;Resonant Inc
CIZN;CIZN UQ Equity;Citizens Holding Co
PRVB;PRVB UW Equity;Provention Bio Inc
EBMT;EBMT UQ Equity;Eagle Bancorp Montana Inc
RVP;RVP UA Equity;Retractable Technologies Inc
GSB;GSB UA Equity;GlobalSCAPE Inc
NBSE;NBSE UR Equity;NeuBase Therapeutics Inc
STND;STND UR Equity;Standard AVB Financial Corp
LUNA;LUNA UR Equity;Luna Innovations Inc
SLNO;SLNO UR Equity;Soleno Therapeutics Inc
BRMK;BRMK UN Equity;Broadmark Realty Capital Inc
MYFW;MYFW UW Equity;First Western Financial Inc
BEAM;BEAM UW Equity;Beam Therapeutics Inc
CSPR;CSPR UN Equity;Casper Sleep Inc
SDGR;SDGR UW Equity;Schrodinger Inc/United States
PPD;PPD UW Equity;PPD Inc
LYRA;LYRA UQ Equity;Lyra Therapeutics Inc
DYAI;DYAI UR Equity;Dyadic International Inc
SWKH;SWKH UR Equity;SWK Holdings Corp
KKR;KKR UN Equity;KKR & Co Inc
XCUR;XCUR UR Equity;Exicure Inc
MSGE;MSGE UN Equity;Madison Square Garden Entertainment Corp
IDYA;IDYA UW Equity;Ideaya Biosciences Inc
ETON;ETON UQ Equity;Eton Pharmaceuticals Inc
VNRX;VNRX UA Equity;VolitionRX Ltd
TW;TW UW Equity;Tradeweb Markets Inc
PINS;PINS UN Equity;Pinterest Inc
OVV;OVV UN Equity;Ovintiv Inc
ZM;ZM UW Equity;Zoom Video Communications Inc
AMRK;AMRK UW Equity;A-Mark Precious Metals Inc
COFS;COFS UR Equity;ChoiceOne Financial Services Inc
PFHD;PFHD UW Equity;Professional Holding Corp
ONEW;ONEW UQ Equity;OneWater Marine Inc
PTON;PTON UW Equity;Peloton Interactive Inc
INFU;INFU UA Equity;InfuSystem Holdings Inc
IMRA;IMRA UW Equity;IMARA Inc
BCLI;BCLI UR Equity;BrainStorm Cell Therapeutics Inc
VXRT;VXRT UR Equity;Vaxart Inc
DMTK;DMTK UR Equity;DermTech Inc
VVNT;VVNT UN Equity;Vivint Smart Home Inc
SBFG;SBFG UR Equity;SB Financial Group Inc
GAN;GAN UR Equity;GAN Ltd
PRTS;PRTS UW Equity;CarParts.com Inc
KERN;KERN UR Equity;Akerna Corp
PWFL;PWFL UQ Equity;Powerfleet Inc
MLSS;MLSS UA Equity;Milestone Scientific Inc
CALB;CALB UW Equity;California BanCorp
IBIO;IBIO UA Equity;iBio Inc
MHH;MHH UA Equity;Mastech Digital Inc
PANL;PANL UR Equity;Pangaea Logistics Solutions Ltd
MIME;MIME UW Equity;Mimecast Ltd
ELMD;ELMD UA Equity;Electromed Inc
SAVA;SAVA UR Equity;Cassava Sciences Inc
PTRS;PTRS UR Equity;Partners Bancorp
MRBK;MRBK UW Equity;Meridian Corp
LMST;LMST UR Equity;Limestone Bancorp Inc
PLYM;PLYM UN Equity;Plymouth Industrial REIT Inc
PRMW;PRMW UN Equity;Primo Water Corp
PAVM;PAVM UR Equity;PAVmed Inc
ATXI;ATXI UR Equity;Avenue Therapeutics Inc
APO;APO UN Equity;Apollo Global Management Inc
TXG;TXG UW Equity;10X Genomics Inc
APT;APT UA Equity;Alpha Pro Tech Ltd
ATOM;ATOM UR Equity;Atomera Inc
SITM;SITM UQ Equity;SiTime Corp
ACEL;ACEL UN Equity;Accel Entertainment Inc
NRBO;NRBO UR Equity;NeuroBo Pharmaceuticals Inc
BIPC;BIPC UN Equity;Brookfield Infrastructure Corp
VMD;VMD UR Equity;Viemed Healthcare Inc
CARR;CARR UN Equity;Carrier Global Corp
OTIS;OTIS UN Equity;Otis Worldwide Corp
ARNC;ARNC UN Equity;Arconic Corp
SMSI;SMSI UR Equity;Smith Micro Software Inc
NET;NET UN Equity;Cloudflare Inc
RVMD;RVMD UW Equity;REVOLUTION Medicines Inc
WORK;WORK UN Equity;Slack Technologies Inc
STNE;STNE UW Equity;StoneCo Ltd
PASG;PASG UW Equity;Passage Bio Inc
CEMI;CEMI UR Equity;Chembio Diagnostics Inc
ORGS;ORGS UR Equity;Orgenesis Inc
BLPH;BLPH UR Equity;Bellerophon Therapeutics Inc
DNB;DNB UN Equity;Dun & Bradstreet Holdings Inc
PSTX;PSTX UW Equity;Poseida Therapeutics Inc
NKTX;NKTX UW Equity;Nkarta Inc
MEG;MEG UN Equity;Montrose Environmental Group Inc
OM;OM UW Equity;Outset Medical Inc
ITOS;ITOS UQ Equity;iTeos Therapeutics Inc
INZY;INZY UW Equity;Inozyme Pharma Inc
NRIX;NRIX UQ Equity;Nurix Therapeutics Inc
ANNX;ANNX UW Equity;Annexon Inc
STTK;STTK UW Equity;Shattuck Labs Inc
KRON;KRON UW Equity;Kronos Bio Inc
SPRB;SPRB UW Equity;Spruce Biosciences Inc
STEP;STEP UW Equity;StepStone Group Inc
FROG;FROG UW Equity;JFrog Ltd
MTCR;MTCR UQ Equity;Metacrine Inc
GATO;GATO UN Equity;Gatos Silver Inc
MAX;MAX UN Equity;MediaAlpha Inc
AKUS;AKUS UW Equity;Akouos Inc
BDSX;BDSX UQ Equity;Biodesix Inc
ACI;ACI UN Equity;Albertsons Cos Inc
AZEK;AZEK UN Equity;AZEK Co Inc/The
BNL;BNL UN Equity;Broadstone Net Lease Inc
PTVE;PTVE UW Equity;Pactiv Evergreen Inc
SUMO;SUMO UW Equity;Sumo Logic Inc
DYN;DYN UW Equity;Dyne Therapeutics Inc
GBIO;GBIO UW Equity;Generation Bio Co
RNA;RNA UQ Equity;Avidity Biosciences Inc
PCVX;PCVX UW Equity;Vaxcyte Inc
VTRS;VTRS UW Equity;Viatris Inc
AMWL;AMWL UN Equity;American Well Corp
LESL;LESL UW Equity;Leslie's Inc
ALGM;ALGM UW Equity;Allegro MicroSystems Inc
U;U UN Equity;Unity Software Inc
NCNO;NCNO UW Equity;nCino Inc
BEPC;BEPC UN Equity;Brookfield Renewable Corp
WLL;WLL UN Equity;Whiting Petroleum Corp
SQZ;SQZ UN Equity;SQZ Biotechnologies Co
AVIR;AVIR UW Equity;Atea Pharmaceuticals Inc
NTST;NTST UN Equity;NETSTREIT Corp
1836892D;1836892D US Equity;Fortitude Gold Corp
CDAK;CDAK UQ Equity;Codiak Biosciences Inc
DCT;DCT UW Equity;Duck Creek Technologies Inc
ALVR;ALVR UW Equity;Allovir Inc
ANAT;ANAT UW Equity;American National Group Inc
VITL;VITL UQ Equity;Vital Farms Inc
GOCO;GOCO UW Equity;GoHealth Inc
RKT;RKT UN Equity;Rocket Cos Inc
LNSR;LNSR UR Equity;LENSAR Inc
ATHA;ATHA UW Equity;Athira Pharma Inc
EBC;EBC UW Equity;Eastern Bankshares Inc
LUNG;LUNG UW Equity;Pulmonx Corp
AVO;AVO UW Equity;Mission Produce Inc
FTHM;FTHM UR Equity;Fathom Holdings Inc
LMND;LMND UN Equity;Lemonade Inc
PRG;PRG UN Equity;PROG Holdings Inc
ARRY;ARRY UQ Equity;Array Technologies Inc
RPRX;RPRX UW Equity;Royalty Pharma PLC
ACCD;ACCD UW Equity;Accolade Inc
PRAX;PRAX UW Equity;Praxis Precision Medicines Inc
ALGS;ALGS UW Equity;Aligos Therapeutics Inc
EAR;EAR UW Equity;Eargo Inc
TARS;TARS UW Equity;Tarsus Pharmaceuticals Inc
TIG;TIG UW Equity;Trean Insurance Group Inc
RLAY;RLAY UQ Equity;Relay Therapeutics Inc
PLRX;PLRX UW Equity;Pliant Therapeutics Inc
INBX;INBX UQ Equity;Inhibrx Inc
HRMY;HRMY UQ Equity;Harmony Biosciences Holdings Inc
ASO;ASO UW Equity;Academy Sports & Outdoors Inc
CCCC;CCCC UW Equity;C4 Therapeutics Inc
PAND;PAND UW Equity;Pandion Therapeutics Inc
ALXO;ALXO UW Equity;ALX Oncology Holdings Inc
BLI;BLI UW Equity;Berkeley Lights Inc
CRSR;CRSR UW Equity;Corsair Gaming Inc
ONCR;ONCR UQ Equity;Oncorus Inc
IMNM;IMNM UR Equity;Immunome Inc
RXT;RXT UW Equity;Rackspace Technology Inc
BIGC;BIGC UQ Equity;BigCommerce Holdings Inc
SLQT;SLQT UN Equity;Selectquote Inc
KYMR;KYMR UQ Equity;Kymera Therapeutics Inc
AFIB;AFIB UW Equity;Acutus Medical Inc
OSH;OSH UN Equity;Oak Street Health Inc
TSHA;TSHA UW Equity;Taysha Gene Therapies Inc
LSF;LSF UA Equity;Laird Superfood Inc
AOUT;AOUT UW Equity;American Outdoor Brands Inc
AIRC;AIRC UN Equity;Apartment Income REIT Corp
MSP;MSP UN Equity;Datto Holding Corp
AMTI;AMTI UW Equity;Applied Molecular Transport Inc
FMTX;FMTX UQ Equity;Forma Therapeutics Holdings Inc
PROG;PROG UQ Equity;Progenity Inc
PMVP;PMVP UW Equity;PMV Pharmaceuticals Inc
PRLD;PRLD UW Equity;Prelude Therapeutics Inc
GRAY;GRAY UQ Equity;Graybug Vision Inc
MCFE;MCFE UW Equity;McAfee Corp
CNXC;CNXC UW Equity;Concentrix Corp
AAN;AAN UN Equity;Aaron's Co Inc/The
VNT;VNT UN Equity;Vontier Corp
MAXN;MAXN UW Equity;Maxeon Solar Technologies Ltd
IBEX;IBEX UQ Equity;IBEX Holdings Ltd
CMPI;CMPI UQ Equity;Checkmate Pharmaceuticals Inc
FHTX;FHTX UQ Equity;Foghorn Therapeutics Inc
JAMF;JAMF UW Equity;Jamf Holding Corp
AZYO;AZYO UQ Equity;Aziyo Biologics Inc
NARI;NARI UW Equity;Inari Medical Inc
VRM;VRM UW Equity;Vroom Inc
